frame,id,x1,y1,x2,y2
0,1,1055,549,1110,601
1,1,1060,559,1112,608
2,1,1063,564,1117,615
3,1,1068,568,1125,622
4,1,1072,574,1131,631
5,1,1076,580,1138,639
6,1,1080,587,1144,647
7,1,1086,593,1150,655
8,1,1091,603,1157,666
9,1,1097,611,1165,676
10,1,1103,616,1174,685
11,1,1109,626,1183,696
12,1,1118,635,1195,709
13,1,1124,646,1206,723
14,1,1131,656,1217,735
15,1,1140,666,1230,749
16,1,1149,678,1244,766
17,1,1159,692,1257,783
18,1,1170,706,1272,802
19,1,1182,721,1289,821
20,1,1194,739,1308,845
21,1,1208,758,1329,870
22,1,1225,780,1351,899
23,1,1242,803,1377,931
24,1,1262,828,1405,964
25,1,1284,857,1438,1004
26,1,1310,889,1476,1049
27,1,1340,918,1518,1078
38,6,1110,484,1153,519
39,6,1112,489,1156,522
40,7,1028,466,1078,507
40,6,1114,491,1158,524
41,7,1029,468,1080,511
41,6,1116,490,1162,524
42,7,1033,472,1081,514
42,6,1118,491,1164,527
43,7,1036,475,1084,516
43,6,1121,492,1168,530
44,7,1038,478,1086,519
44,6,1124,493,1171,533
45,7,1038,480,1087,522
45,6,1127,494,1174,536
46,7,1039,482,1089,525
46,6,1129,495,1176,538
47,7,1042,484,1092,527
47,6,1132,497,1180,542
48,7,1044,487,1097,533
48,6,1135,501,1184,547
49,7,1046,491,1100,537
49,6,1138,505,1188,550
50,7,1047,493,1103,541
50,6,1141,509,1193,554
51,7,1049,495,1105,546
51,6,1146,513,1197,558
52,7,1051,498,1108,549
52,6,1150,515,1202,561
53,7,1056,501,1112,554
53,6,1155,517,1207,563
54,7,1060,505,1115,559
54,6,1158,521,1211,569
55,7,1063,512,1120,566
55,6,1163,527,1217,575
56,7,1066,518,1124,573
56,6,1167,532,1222,581
57,7,1070,523,1129,579
57,6,1171,536,1228,586
58,7,1073,527,1132,585
58,6,1176,539,1235,591
59,7,1078,533,1139,591
59,6,1181,541,1241,594
60,7,1083,539,1146,600
60,6,1188,544,1248,600
61,7,1086,544,1151,608
61,6,1193,553,1254,608
62,7,1091,554,1157,618
62,6,1197,558,1261,614
63,7,1097,562,1165,627
63,6,1204,563,1270,622
64,7,1103,569,1172,636
64,6,1212,567,1279,627
65,7,1107,578,1178,647
65,6,1219,575,1287,637
66,7,1114,588,1187,658
66,6,1225,581,1296,644
67,7,1120,597,1196,668
67,6,1232,586,1305,652
68,7,1126,606,1206,680
68,6,1239,593,1315,661
69,7,1133,616,1216,694
69,6,1247,601,1325,670
70,7,1142,627,1227,708
70,6,1258,611,1337,683
71,7,1151,639,1239,724
71,6,1265,618,1348,692
72,7,1159,653,1252,741
72,6,1275,626,1361,703
73,7,1168,668,1265,760
73,6,1285,635,1374,715
74,8,1046,445,1083,476
74,7,1179,683,1282,779
74,6,1296,647,1388,730
75,8,1047,447,1085,477
75,7,1187,699,1297,801
75,6,1308,656,1403,743
76,8,1049,448,1087,479
76,7,1201,716,1317,824
76,6,1320,669,1420,758
77,7,1215,736,1337,852
77,6,1333,680,1436,773
78,7,1230,757,1359,879
78,6,1346,691,1455,790
79,7,1247,780,1383,910
79,6,1359,704,1473,808
80,8,1058,458,1099,490
80,7,1265,805,1409,943
80,6,1374,719,1493,826
81,8,1060,462,1102,496
81,7,1285,834,1439,983
81,6,1392,733,1516,845
82,8,1061,465,1103,501
82,7,1308,866,1475,1028
82,6,1411,749,1541,866
83,8,1063,469,1104,505
83,7,1335,897,1515,1066
83,6,1429,767,1567,890
84,8,1064,471,1105,507
84,7,1359,925,1549,1086
84,6,1450,785,1595,914
85,8,1067,474,1109,511
85,7,1386,959,1584,1099
85,6,1472,804,1624,941
86,8,1069,477,1113,515
86,6,1496,827,1659,972
87,8,1070,481,1115,520
87,6,1523,851,1695,1005
88,8,1072,484,1117,524
88,6,1552,877,1735,1040
89,8,1073,488,1120,529
89,6,1585,901,1780,1070
90,8,1075,492,1123,535
90,6,1621,924,1831,1087
91,8,1077,493,1125,539
91,6,1652,950,1869,1097
92,8,1079,497,1129,545
93,8,1083,500,1133,550
94,8,1086,506,1136,556
95,8,1089,512,1140,563
96,8,1092,513,1145,567
97,8,1095,518,1149,574
98,8,1098,528,1153,582
99,8,1100,534,1157,589
100,8,1104,540,1162,596
101,8,1109,546,1168,604
102,8,1112,552,1173,611
103,8,1117,559,1179,620
104,8,1121,567,1185,630
105,8,1126,575,1193,640
106,8,1131,583,1202,651
107,8,1137,591,1210,662
108,8,1142,601,1218,675
109,10,1127,468,1170,505
109,8,1148,611,1227,687
110,10,1129,468,1173,508
110,8,1155,619,1237,699
111,10,1131,469,1175,510
111,8,1164,630,1250,714
112,10,1131,472,1178,514
112,8,1172,642,1263,728
113,10,1134,474,1180,516
113,8,1181,654,1274,744
114,10,1138,477,1183,519
114,8,1188,667,1286,762
115,10,1140,481,1186,523
115,8,1200,683,1302,782
116,10,1143,484,1192,526
116,8,1211,699,1318,803
117,10,1146,488,1195,530
117,8,1224,716,1338,826
118,10,1150,490,1199,535
118,8,1238,734,1359,852
119,10,1154,493,1203,538
119,8,1252,755,1381,880
120,10,1157,494,1206,540
120,8,1271,778,1406,910
121,10,1160,496,1210,544
121,8,1288,806,1432,947
122,10,1164,501,1214,548
122,8,1310,832,1465,984
123,10,1168,504,1219,553
123,8,1333,863,1502,1029
124,10,1171,507,1224,558
124,8,1359,892,1541,1065
125,10,1177,510,1230,562
125,8,1386,921,1577,1087
126,10,1179,513,1234,567
127,10,1183,516,1240,572
128,10,1190,520,1247,578
129,10,1193,524,1252,583
130,10,1197,530,1258,590
131,10,1202,536,1265,597
132,10,1208,541,1272,602
133,10,1213,544,1279,607
134,10,1217,549,1284,614
135,10,1225,556,1294,623
136,10,1233,561,1304,629
137,10,1239,566,1313,637
138,10,1247,574,1322,646
139,10,1256,580,1332,654
140,10,1263,586,1341,663
141,10,1272,595,1354,673
142,10,1281,604,1365,683
143,10,1289,612,1376,694
144,10,1299,621,1389,705
145,10,1310,629,1404,718
146,10,1321,639,1418,730
147,10,1333,650,1433,744
148,10,1345,660,1451,758
149,10,1358,672,1468,773
150,10,1373,685,1486,791
151,10,1388,698,1506,809
152,10,1404,713,1528,827
153,10,1422,728,1551,848
154,10,1441,744,1576,869
155,10,1463,762,1606,894
156,10,1485,781,1636,920
157,10,1508,802,1668,948
158,10,1535,825,1706,979
159,10,1563,849,1745,1013
160,10,1595,876,1789,1051
161,10,1633,901,1847,1077
162,10,1664,922,1884,1090
163,10,1694,951,1918,1099
164,13,87,883,362,1028
168,13,284,747,471,864
169,13,321,721,491,830
170,13,353,699,508,801
171,13,382,680,524,775
172,13,410,662,540,750
173,13,435,645,556,728
174,14,13,776,183,947
174,13,457,632,568,709
175,14,23,747,219,908
175,13,477,619,580,692
176,14,58,723,262,873
176,13,497,604,591,673
177,14,98,700,299,838
177,13,514,592,601,656
178,14,139,679,333,806
178,13,530,582,611,642
179,14,176,662,361,778
179,13,547,571,624,627
180,14,213,646,386,752
180,13,561,561,633,615
181,14,246,630,410,729
181,13,573,553,639,603
182,14,274,616,430,709
183,14,301,605,448,694
184,14,328,590,465,672
185,17,604,516,676,574
185,16,1135,444,1182,479
185,14,352,579,480,656
186,17,613,510,682,564
186,16,1137,444,1185,481
186,14,376,566,496,639
187,17,622,505,689,557
187,16,1140,446,1190,486
187,14,398,557,512,625
188,17,631,498,694,549
188,16,1142,447,1194,489
188,14,416,546,524,612
189,17,641,492,700,539
189,16,1144,448,1198,492
189,14,435,539,536,602
190,17,650,484,708,530
190,16,1149,449,1203,494
190,14,453,529,547,588
191,17,658,479,714,525
191,16,1153,455,1207,500
191,14,468,521,558,578
192,17,664,473,720,517
192,16,1157,461,1211,505
192,14,484,515,571,567
193,17,672,468,726,511
193,16,1161,465,1216,509
193,14,499,508,579,558
194,17,678,463,730,505
194,16,1164,468,1220,513
194,14,512,502,588,550
195,17,686,458,735,499
195,16,1167,470,1225,516
195,14,524,496,597,543
196,17,693,453,741,492
196,16,1172,470,1230,520
196,14,536,489,605,533
197,17,699,450,746,487
197,16,1177,472,1237,526
197,14,549,483,615,524
198,17,705,445,750,482
198,16,1181,478,1242,533
198,14,560,478,621,517
199,17,710,440,754,478
199,16,1186,486,1248,540
199,14,572,471,631,508
200,17,716,436,759,473
200,16,1189,488,1253,544
200,14,581,467,637,503
201,17,722,432,764,468
201,16,1196,491,1262,550
201,14,589,462,643,498
202,17,727,427,768,462
202,16,1202,494,1269,556
202,14,598,459,648,493
203,17,732,423,772,458
203,16,1208,502,1277,564
203,14,609,454,658,486
204,17,737,421,775,455
204,16,1214,508,1285,572
204,14,617,449,665,480
205,17,742,419,779,451
205,16,1221,513,1294,579
205,14,624,445,671,476
206,16,1228,520,1304,588
206,14,632,441,677,471
207,16,1235,529,1313,599
207,14,639,437,681,466
208,16,1244,536,1324,608
208,14,647,434,687,461
209,16,1252,543,1336,618
209,14,654,430,693,456
210,16,1260,553,1348,630
210,14,661,426,698,451
211,16,1270,560,1361,640
211,14,667,424,703,447
212,19,39,721,238,880
212,16,1282,567,1377,651
213,19,80,697,278,844
213,16,1292,578,1390,665
214,19,124,674,313,808
215,20,1317,600,1431,702
215,19,163,654,345,779
216,20,1330,611,1450,719
216,19,201,636,369,752
217,20,1343,625,1470,737
217,19,237,620,394,727
218,19,272,606,420,705
219,22,1378,656,1518,777
219,19,300,591,438,685
220,22,1396,673,1547,802
220,19,328,577,457,663
221,23,712,394,752,423
221,22,1417,691,1576,827
221,19,352,565,475,647
222,23,718,394,757,421
222,22,1438,709,1607,853
222,19,375,554,490,631
223,23,723,392,761,419
223,22,1463,729,1645,885
223,19,398,545,504,619
224,23,727,388,766,415
224,22,1488,751,1684,919
224,19,418,535,518,604
225,22,1517,779,1727,957
225,19,436,527,530,594
226,22,1551,811,1778,1001
226,19,455,519,543,582
227,22,1588,843,1834,1047
228,22,1630,873,1893,1080
229,25,493,499,579,562
229,22,1665,906,1928,1098
230,25,505,492,589,554
236,25,573,461,641,513
237,25,582,458,646,508
238,25,592,456,652,504
239,25,602,451,661,497
240,25,610,446,668,491
241,25,619,443,675,486
242,25,627,441,680,483
243,25,633,438,684,480
244,25,641,436,689,477
245,25,648,431,695,472
328,28,1054,438,1104,478
329,29,78,860,375,1028
329,28,1056,445,1103,482
330,29,133,821,405,985
330,28,1058,448,1104,485
331,29,188,787,433,941
331,28,1059,449,1105,487
332,29,234,760,456,900
332,28,1062,453,1107,489
333,29,279,735,478,864
333,28,1066,457,1109,492
334,29,317,710,496,827
334,28,1066,461,1111,497
335,29,349,689,512,797
335,28,1068,463,1113,500
336,29,380,671,528,771
336,28,1070,466,1118,506
337,29,406,653,542,744
337,28,1071,470,1120,511
338,29,434,639,557,721
338,28,1072,472,1123,515
339,29,456,622,570,699
339,28,1074,475,1127,520
340,30,1146,464,1196,505
340,29,475,610,581,682
340,28,1076,478,1129,525
341,30,1149,467,1199,508
341,29,497,598,593,665
341,28,1079,481,1133,530
342,30,1152,470,1202,512
342,29,514,588,601,647
342,28,1084,489,1137,538
343,30,1154,473,1206,516
343,29,532,577,613,632
343,28,1087,494,1143,543
344,30,1158,481,1211,524
344,29,549,566,623,617
344,28,1089,498,1147,550
345,30,1162,484,1217,528
345,28,1092,503,1151,555
346,30,1167,488,1222,534
346,28,1095,507,1155,561
347,30,1169,492,1226,539
347,28,1099,513,1159,568
348,31,582,528,663,584
348,30,1175,496,1233,546
348,28,1105,518,1166,575
349,31,594,520,675,577
349,30,1178,498,1239,550
349,28,1109,526,1172,584
350,31,604,514,683,571
350,30,1184,501,1246,555
350,28,1113,533,1177,592
351,31,612,507,687,561
351,30,1189,508,1251,562
351,28,1117,540,1182,600
352,31,621,500,693,552
352,30,1192,512,1256,567
352,28,1121,545,1189,608
353,31,632,494,700,543
353,30,1198,517,1264,574
353,28,1126,552,1197,618
354,31,641,487,706,535
354,30,1203,522,1271,581
354,28,1131,562,1204,629
355,31,650,483,712,529
355,30,1211,532,1280,590
355,28,1136,570,1213,640
356,31,658,476,719,522
356,30,1214,538,1288,599
356,28,1141,580,1221,652
357,31,664,469,724,514
357,30,1220,541,1295,605
357,28,1148,589,1230,664
358,31,671,464,729,507
358,30,1226,545,1305,612
358,28,1155,598,1241,676
359,31,679,461,734,502
359,30,1233,555,1315,624
359,28,1164,610,1252,690
360,31,685,457,740,497
360,30,1241,563,1326,633
360,28,1173,621,1263,704
361,31,692,451,744,490
361,30,1250,569,1339,644
361,28,1179,633,1275,721
362,31,698,447,748,486
362,30,1258,579,1349,655
362,28,1189,647,1290,739
363,31,704,442,754,480
363,30,1267,588,1362,668
363,28,1199,662,1305,758
364,31,709,440,757,476
364,30,1278,595,1376,679
364,28,1208,677,1320,779
365,31,715,436,763,472
365,30,1287,606,1390,693
365,28,1220,693,1337,800
366,31,721,431,767,465
366,30,1301,616,1407,707
366,28,1234,711,1357,825
367,31,727,427,771,460
367,30,1313,628,1424,722
367,28,1248,731,1378,852
368,31,732,422,775,456
368,30,1327,639,1442,738
368,28,1262,752,1400,882
369,31,736,420,779,453
369,30,1341,652,1459,756
369,28,1279,775,1426,914
370,31,742,417,784,449
370,30,1356,667,1480,775
370,28,1297,801,1454,951
371,30,1371,682,1503,795
371,28,1320,829,1488,991
372,30,1389,698,1529,817
372,28,1344,860,1526,1037
373,30,1409,715,1556,841
373,28,1371,889,1567,1071
374,30,1430,733,1586,868
374,28,1396,918,1600,1091
375,30,1451,755,1618,898
375,28,1422,954,1632,1103
376,30,1477,778,1656,930
377,30,1504,804,1696,967
378,30,1536,832,1743,1009
379,30,1570,863,1794,1053
380,30,1613,889,1862,1077
381,30,1645,916,1903,1092
387,35,61,856,361,1029
387,34,15,743,209,888
388,35,121,811,397,978
388,34,51,722,245,856
389,35,178,776,428,931
390,36,133,694,307,794
390,35,226,746,453,890
391,36,167,676,330,770
391,35,273,720,478,851
392,36,200,658,353,749
392,35,315,698,499,817
393,36,231,643,374,728
393,35,349,675,516,786
394,36,258,631,391,711
394,35,382,656,534,756
395,36,285,618,408,693
395,35,411,638,550,728
396,36,310,605,426,676
396,35,439,621,564,703
397,36,333,595,442,663
397,35,463,608,577,684
398,36,354,584,458,650
398,35,486,594,590,663
399,36,373,574,471,638
399,35,506,583,601,646
400,36,390,564,484,625
400,35,524,572,612,631
401,36,409,556,497,614
401,35,541,560,623,616
402,36,425,549,507,602
402,35,558,550,633,602
403,36,442,540,518,590
404,36,456,536,528,582
405,36,469,530,538,574
406,40,591,514,672,573
406,36,482,524,547,566
407,40,604,508,680,564
407,36,495,515,559,558
408,36,508,511,568,550
409,36,520,506,577,543
413,42,551,487,612,528
414,42,560,481,622,522
414,40,671,468,726,507
415,42,566,477,629,517
415,40,677,466,730,503
416,42,575,472,637,512
416,40,685,462,736,496
417,42,582,468,643,507
417,40,693,458,741,491
418,44,1070,416,1112,451
418,42,590,466,646,502
418,40,699,454,746,487
419,44,1071,419,1114,453
419,42,599,461,652,496
419,40,706,449,752,482
420,44,1073,422,1115,455
420,42,606,457,660,491
420,40,713,447,757,478
421,44,1076,424,1119,458
421,42,614,454,668,488
422,44,1078,427,1122,462
422,42,621,451,674,485
423,44,1079,429,1124,464
423,42,628,447,680,481
424,44,1082,434,1127,471
424,42,635,444,685,478
425,44,1083,438,1129,476
425,42,641,443,688,475
426,44,1085,442,1131,481
426,42,649,440,694,471
427,44,1088,445,1134,485
427,42,654,436,699,467
428,44,1090,447,1137,488
428,42,659,435,704,465
429,44,1092,449,1140,493
429,42,663,432,708,462
430,44,1094,454,1144,498
430,42,667,430,712,459
431,44,1095,458,1147,503
432,44,1098,462,1151,508
433,44,1101,466,1155,514
434,44,1104,471,1159,521
435,44,1107,475,1163,527
436,44,1111,479,1168,534
437,44,1115,485,1173,540
438,44,1118,491,1177,547
439,44,1122,497,1183,554
440,44,1126,502,1190,562
441,44,1130,509,1195,572
442,44,1134,515,1201,579
443,44,1139,522,1208,588
444,44,1144,532,1217,599
445,46,1143,440,1185,470
445,44,1150,541,1225,609
446,46,1146,445,1188,474
446,44,1155,548,1233,621
447,46,1150,449,1191,477
447,44,1162,558,1243,632
448,46,1151,449,1196,481
448,44,1168,568,1252,645
449,46,1155,453,1200,485
449,44,1176,578,1263,658
450,46,1158,458,1204,490
450,44,1184,589,1275,672
451,46,1162,461,1208,493
451,44,1192,601,1287,689
452,46,1165,466,1211,498
452,44,1201,613,1300,706
453,47,11,768,190,936
453,46,1169,470,1215,502
453,44,1211,627,1315,723
454,47,20,746,220,906
454,46,1172,472,1221,506
454,44,1223,641,1332,742
455,47,51,726,253,876
455,46,1175,474,1226,511
455,44,1235,658,1350,765
456,47,86,708,284,851
456,46,1179,478,1231,516
456,44,1246,675,1369,789
457,47,120,692,313,826
457,46,1184,487,1236,524
458,48,1275,714,1423,852
458,47,152,677,337,805
458,46,1188,492,1241,529
459,48,1292,737,1450,886
459,47,182,662,358,781
459,46,1192,496,1247,536
460,48,1310,762,1480,922
460,47,211,651,379,763
460,46,1196,498,1252,540
461,48,1331,789,1514,962
461,47,238,639,396,744
461,46,1201,504,1259,547
462,48,1356,820,1555,1007
462,47,263,627,413,728
462,46,1208,511,1266,554
463,48,1384,853,1600,1057
463,47,288,617,429,712
463,46,1213,517,1273,560
464,48,1416,884,1647,1089
464,47,309,606,443,696
464,46,1219,520,1281,566
465,48,1445,918,1681,1104
465,47,331,596,457,682
465,46,1225,526,1289,574
466,47,350,588,470,672
466,46,1232,536,1297,584
467,47,369,581,483,660
467,46,1239,541,1306,591
468,47,386,573,493,649
468,46,1247,548,1316,600
469,47,402,565,505,638
469,46,1255,556,1326,609
470,47,416,558,515,629
470,46,1263,564,1338,619
471,47,433,553,527,619
471,46,1272,570,1349,628
472,47,444,547,528,609
472,46,1281,582,1362,641
473,47,460,541,542,601
473,46,1291,590,1375,652
474,47,473,534,552,592
474,46,1302,599,1389,664
475,47,486,528,561,584
475,46,1313,609,1403,676
476,47,497,522,572,577
476,46,1326,619,1420,689
477,47,509,517,582,571
477,46,1339,632,1437,705
478,47,518,513,590,565
478,46,1353,643,1456,721
479,47,528,507,597,558
479,46,1368,657,1476,738
480,47,536,505,599,551
480,46,1383,672,1497,757
481,47,547,500,608,544
481,46,1403,687,1521,776
482,47,556,495,613,537
482,46,1422,704,1547,799
483,46,1444,724,1576,824
484,46,1468,745,1609,850
485,49,575,480,643,531
485,46,1493,768,1643,879
486,49,580,477,647,528
486,46,1522,791,1681,910
487,50,14,811,178,984
487,49,589,474,650,521
487,46,1553,818,1724,945
488,50,17,785,210,950
488,49,597,469,656,514
488,46,1589,848,1774,985
489,50,48,763,247,913
489,49,604,466,659,509
489,46,1628,881,1829,1031
490,50,82,741,282,882
490,49,611,464,661,503
490,46,1671,914,1886,1068
491,50,118,721,312,851
491,49,619,459,671,499
491,46,1706,944,1920,1090
492,50,151,703,339,825
492,49,626,455,679,495
493,50,185,688,363,801
493,49,631,453,684,492
494,50,215,672,383,779
494,49,637,450,688,489
495,50,245,657,402,757
495,49,642,447,693,487
496,50,271,644,418,737
496,49,649,443,698,482
497,50,296,632,437,720
497,49,655,441,703,478
498,50,318,620,451,706
498,49,660,438,708,475
499,50,342,609,467,691
499,49,666,435,712,472
500,50,362,598,482,675
500,49,671,432,716,468
501,50,380,588,493,660
502,50,399,580,506,648
503,50,417,569,520,635
504,50,430,562,530,626
504,49,689,422,731,455
505,50,446,557,539,618
505,49,695,420,736,452
506,50,461,547,550,607
507,50,475,540,558,595
508,50,487,534,568,586
509,51,1134,437,1181,475
509,50,502,527,579,577
510,51,1135,439,1183,479
510,50,512,521,588,571
511,51,1137,443,1186,482
511,50,524,515,596,564
512,51,1140,445,1189,485
512,50,533,511,602,558
513,51,1143,446,1194,488
513,50,543,506,608,551
514,51,1145,448,1196,491
514,50,553,500,615,543
515,51,1148,449,1200,494
515,50,562,495,623,537
516,51,1150,452,1203,499
516,50,572,492,631,531
517,51,1154,455,1207,502
517,50,580,489,637,528
518,51,1158,460,1210,507
518,50,587,486,640,523
519,51,1162,464,1215,511
519,50,595,482,645,518
520,51,1164,466,1218,514
520,50,603,478,650,513
521,51,1167,468,1221,518
521,50,609,474,654,508
522,51,1170,470,1226,522
522,50,617,471,662,505
523,51,1174,475,1230,527
523,50,626,467,670,498
524,51,1179,480,1236,534
524,50,632,463,674,493
525,51,1184,487,1242,540
525,50,637,460,679,490
526,51,1187,491,1247,545
526,50,644,459,681,486
527,51,1190,494,1251,550
528,51,1197,497,1258,555
529,51,1204,505,1265,562
530,52,658,442,706,481
530,51,1208,511,1271,568
531,52,663,441,708,478
531,51,1214,515,1277,574
532,52,669,437,714,474
532,51,1219,521,1285,580
533,52,674,435,718,469
533,51,1226,529,1292,589
534,52,679,432,723,466
534,51,1231,536,1299,597
535,52,683,431,726,463
535,51,1236,540,1307,604
536,52,687,429,729,460
536,51,1243,545,1316,612
537,51,1251,553,1326,621
538,51,1259,560,1338,631
539,51,1266,566,1347,641
540,51,1276,574,1361,651
541,51,1284,583,1372,662
542,51,1294,591,1384,673
543,51,1306,602,1398,685
544,51,1315,612,1411,698
545,51,1327,623,1427,712
546,51,1338,633,1443,726
547,51,1352,644,1462,741
548,51,1366,657,1481,758
549,51,1380,670,1501,775
550,51,1397,684,1524,795
551,51,1415,700,1548,816
552,51,1432,718,1572,839
553,51,1452,734,1600,863
554,51,1476,755,1632,891
555,51,1500,776,1665,921
556,51,1527,801,1703,954
557,51,1557,827,1746,992
558,51,1589,855,1793,1033
559,51,1626,882,1846,1067
560,51,1664,908,1895,1087
561,51,1695,938,1925,1099
573,53,86,834,334,1000
574,53,137,805,366,959
575,53,185,778,392,918
576,53,228,753,418,881
577,53,268,732,441,848
578,53,302,710,462,817
579,53,333,690,481,790
580,53,361,674,498,765
581,53,387,660,514,744
582,53,411,645,529,723
583,53,436,634,543,705
584,53,456,621,556,688
585,53,476,611,567,672
586,53,494,600,578,657
587,53,511,594,588,643
592,54,562,548,642,600
593,54,574,541,650,590
594,54,583,531,659,580
601,54,647,495,707,532
602,54,656,490,714,526
603,54,663,485,719,520
604,54,669,479,724,513
605,54,675,475,729,508
606,54,683,473,735,504
607,54,690,469,740,499
608,54,697,463,745,493
614,55,90,898,370,1035
615,55,143,856,399,996
616,55,188,821,422,959
617,55,227,791,443,923
618,55,267,765,464,891
619,55,302,741,482,861
620,55,334,720,498,832
621,55,362,699,514,805
622,55,389,684,529,783
623,55,407,667,539,761
624,55,431,653,553,742
625,55,452,640,565,724
626,55,470,627,578,706
627,55,487,615,587,691
628,55,503,604,598,675
